,Country,Item,Value,medianValues,Mean.BMI,Total.population
1,Afghanistan,Meat,12.33,11.320754717,23.1395560487,34499915
2,Afghanistan,Starchy Roots,7.53,0.6289308176,23.1395560487,34499915
3,Afghanistan,Fruits - Excluding Wine,34.05,10.0628930818,23.1395560487,34499915
4,Afghanistan,Cereals - Excluding Beer,179.87,86.7924528302,23.1395560487,34499915
5,Afghanistan,Alcoholic Beverages,0.1,4.4303797468,23.1395560487,34499915
6,Afghanistan,Tea (including mate),3.49,97.4683544304,23.1395560487,34499915
7,Afghanistan,Pulses,2.44,31.6455696203,23.1395560487,34499915
8,Afghanistan,Eggs,1.3,16.3522012579,23.1395560487,34499915
9,Afghanistan,Animal fats,2.27,49.6855345912,23.1395560487,34499915
10,Afghanistan,"Fish, Seafood",0.07,0.6289308176,23.1395560487,34499915
11,Afghanistan,Milk - Excluding Butter,62.23,39.6226415094,23.1395560487,34499915
12,Afghanistan,Sugar & Sweeteners,8.95,10.6918238994,23.1395560487,34499915
13,Afghanistan,Vegetables,28.97,14.465408805,23.1395560487,34499915
14,Afghanistan,Coffee and products,0,3.7735849057,23.1395560487,34499915
15,Albania,Eggs,12.45,81.1320754717,26.5501893232,3238316
16,Albania,Meat,61.96,65.4088050314,26.5501893232,3238316
17,Albania,Tea (including mate),0.08,19.6202531646,26.5501893232,3238316
18,Albania,Fruits - Excluding Wine,142,98.1132075472,26.5501893232,3238316
19,Albania,Starchy Roots,41.6,35.8490566038,26.5501893232,3238316
20,Albania,Pulses,5.39,54.4303797468,26.5501893232,3238316
21,Albania,"Fish, Seafood",4.87,22.0125786164,26.5501893232,3238316
22,Albania,Coffee and products,2.48,62.2641509434,26.5501893232,3238316
23,Albania,Milk - Excluding Butter,303.72,96.8553459119,26.5501893232,3238316
24,Albania,Animal fats,2.54,52.8301886792,26.5501893232,3238316
25,Albania,Vegetables,245.09,96.8553459119,26.5501893232,3238316
26,Albania,Sugar & Sweeteners,47.64,84.9056603774,26.5501893232,3238316
27,Albania,Cereals - Excluding Beer,149.26,67.2955974843,26.5501893232,3238316
28,Albania,Alcoholic Beverages,37.6,51.2658227848,26.5501893232,3238316
29,Algeria,Milk - Excluding Butter,141.53,63.5220125786,25.4696589653,36983924
30,Algeria,Coffee and products,3.3,71.6981132075,25.4696589653,36983924
31,Algeria,Starchy Roots,64.78,63.5220125786,25.4696589653,36983924
32,Algeria,Animal fats,0.75,25.1572327044,25.4696589653,36983924
33,Algeria,Eggs,8.06,55.9748427673,25.4696589653,36983924
34,Algeria,Cereals - Excluding Beer,217.67,97.4842767296,25.4696589653,36983924
35,Algeria,Pulses,8.33,67.7215189873,25.4696589653,36983924
36,Algeria,Alcoholic Beverages,4.99,15.8227848101,25.4696589653,36983924
37,Algeria,Meat,21.07,25.1572327044,25.4696589653,36983924
38,Algeria,Sugar & Sweeteners,28.55,44.6540880503,25.4696589653,36983924
39,Algeria,Tea (including mate),0.33,46.2025316456,25.4696589653,36983924
40,Algeria,"Fish, Seafood",3.92,15.0943396226,25.4696589653,36983924
41,Algeria,Vegetables,165.7,85.534591195,25.4696589653,36983924
42,Algeria,Fruits - Excluding Wine,114.19,94.3396226415,25.4696589653,36983924
43,Angola,Milk - Excluding Butter,12.3,11.320754717,23.1244149685,20714494
44,Angola,Coffee and products,0.61,32.7044025157,23.1244149685,20714494
45,Angola,Pulses,8.96,72.1518987342,23.1244149685,20714494
46,Angola,Tea (including mate),0.03,10.7594936709,23.1244149685,20714494
47,Angola,Sugar & Sweeteners,16.31,23.8993710692,23.1244149685,20714494
48,Angola,Animal fats,0.58,20.1257861635,23.1244149685,20714494
49,Angola,Eggs,1.11,13.8364779874,23.1244149685,20714494
50,Angola,Fruits - Excluding Wine,90.34,41.5094339623,23.1244149685,20714494
51,Angola,Starchy Roots,267.46,96.8553459119,23.1244149685,20714494
52,Angola,"Fish, Seafood",15.34,56.6037735849,23.1244149685,20714494
53,Angola,Cereals - Excluding Beer,89.07,8.1761006289,23.1244149685,20714494
54,Angola,Vegetables,67.66,45.9119496855,23.1244149685,20714494
55,Angola,Alcoholic Beverages,81.99,81.6455696203,23.1244149685,20714494
56,Angola,Meat,36.13,43.3962264151,23.1244149685,20714494
57,Argentina,Tea (including mate),5.06,98.7341772152,27.5843538579,41473982
58,Argentina,Coffee and products,1.18,47.1698113208,27.5843538579,41473982
59,Argentina,Meat,107.24,98.7421383648,27.5843538579,41473982
60,Argentina,Eggs,11.39,75.4716981132,27.5843538579,41473982
61,Argentina,Animal fats,2.98,57.8616352201,27.5843538579,41473982
62,Argentina,Milk - Excluding Butter,195.08,79.8742138365,27.5843538579,41473982
63,Argentina,Vegetables,68.96,47.1698113208,27.5843538579,41473982
64,Argentina,Pulses,0.85,8.8607594937,27.5843538579,41473982
65,Argentina,Alcoholic Beverages,71.17,72.1518987342,27.5843538579,41473982
66,Argentina,Starchy Roots,43.73,38.9937106918,27.5843538579,41473982
67,Argentina,"Fish, Seafood",7.05,33.3333333333,27.5843538579,41473982
68,Argentina,Fruits - Excluding Wine,76.42,42.1383647799,27.5843538579,41473982
69,Argentina,Cereals - Excluding Beer,123.43,35.8490566038,27.5843538579,41473982
70,Argentina,Sugar & Sweeteners,48.22,88.679245283,27.5843538579,41473982
71,Armenia,Eggs,11.69,78.6163522013,26.3146624275,3117722
72,Armenia,Tea (including mate),0.12,26.582278481,26.3146624275,3117722
73,Armenia,Sugar & Sweeteners,35.54,59.748427673,26.3146624275,3117722
74,Armenia,Animal fats,5.6,77.9874213836,26.3146624275,3117722
75,Armenia,Vegetables,348.89,99.3710691824,26.3146624275,3117722
76,Armenia,Coffee and products,4.09,75.4716981132,26.3146624275,3117722
77,Armenia,Alcoholic Beverages,8.2,21.5189873418,26.3146624275,3117722
78,Armenia,Starchy Roots,45.1,40.8805031447,26.3146624275,3117722
79,Armenia,"Fish, Seafood",4.38,18.8679245283,26.3146624275,3117722
80,Armenia,Cereals - Excluding Beer,136.26,54.7169811321,26.3146624275,3117722
81,Armenia,Fruits - Excluding Wine,110.87,100,26.3146624275,3117722
82,Armenia,Meat,45.71,49.6855345912,26.3146624275,3117722
83,Armenia,Pulses,0,1.2658227848,26.3146624275,3117722
84,Armenia,Milk - Excluding Butter,209.03,82.3899371069,26.3146624275,3117722
85,Australia,Alcoholic Beverages,111.8,94.3037974684,27.1944186345,23213944
86,Australia,Pulses,1.29,15.8227848101,27.1944186345,23213944
87,Australia,Vegetables,102.83,64.1509433962,27.1944186345,23213944
88,Australia,"Fish, Seafood",26.09,79.8742138365,27.1944186345,23213944
89,Australia,Starchy Roots,56.44,54.0880503145,27.1944186345,23213944
90,Australia,Eggs,8.51,61.0062893082,27.1944186345,23213944
91,Australia,Cereals - Excluding Beer,87.72,6.9182389937,27.1944186345,23213944
92,Australia,Tea (including mate),0.64,67.7215189873,27.1944186345,23213944
93,Australia,Coffee and products,4.8,78.6163522013,27.1944186345,23213944
94,Australia,Animal fats,7.24,82.3899371069,27.1944186345,23213944
95,Australia,Fruits - Excluding Wine,88.16,67.2955974843,27.1944186345,23213944
96,Australia,Sugar & Sweeteners,46.08,82.3899371069,27.1944186345,23213944
97,Australia,Milk - Excluding Butter,234.49,86.1635220126,27.1944186345,23213944
98,Australia,Meat,116.23,100,27.1944186345,23213944
99,Austria,"Fish, Seafood",13.88,55.3459119497,25.6346005025,8441263
100,Austria,Vegetables,103.73,64.7798742138,25.6346005025,8441263
101,Austria,Milk - Excluding Butter,258.09,91.8238993711,25.6346005025,8441263
102,Austria,Alcoholic Beverages,143.89,96.835443038,25.6346005025,8441263
103,Austria,Fruits - Excluding Wine,154.11,68.5534591195,25.6346005025,8441263
104,Austria,Starchy Roots,58.39,57.2327044025,25.6346005025,8441263
105,Austria,Animal fats,25.06,98.7421383648,25.6346005025,8441263
106,Austria,Cereals - Excluding Beer,111.93,23.2704402516,25.6346005025,8441263
107,Austria,Eggs,14.68,92.4528301887,25.6346005025,8441263
108,Austria,Pulses,0.81,8.2278481013,25.6346005025,8441263
109,Austria,Sugar & Sweeteners,45.33,81.1320754717,25.6346005025,8441263
110,Austria,Tea (including mate),0.45,56.9620253165,25.6346005025,8441263
111,Austria,Coffee and products,9.52,96.8553459119,25.6346005025,8441263
112,Austria,Meat,90.87,93.0817610063,25.6346005025,8441263
113,Azerbaijan,Milk - Excluding Butter,152.07,67.9245283019,26.8831793133,9533445
114,Azerbaijan,Eggs,8.21,57.2327044025,26.8831793133,9533445
115,Azerbaijan,Meat,31.1,37.106918239,26.8831793133,9533445
116,Azerbaijan,"Fish, Seafood",2.13,7.5471698113,26.8831793133,9533445
117,Azerbaijan,Cereals - Excluding Beer,238.88,98.7421383648,26.8831793133,9533445
118,Azerbaijan,Coffee and products,0.3,26.4150943396,26.8831793133,9533445
119,Azerbaijan,Starchy Roots,73.85,67.9245283019,26.8831793133,9533445
120,Azerbaijan,Sugar & Sweeteners,18.42,28.3018867925,26.8831793133,9533445
121,Azerbaijan,Alcoholic Beverages,65.48,67.7215189873,26.8831793133,9533445
122,Azerbaijan,Fruits - Excluding Wine,74.93,94.3396226415,26.8831793133,9533445
123,Azerbaijan,Animal fats,3.25,61.0062893082,26.8831793133,9533445
124,Azerbaijan,Pulses,0.95,10.1265822785,26.8831793133,9533445
125,Azerbaijan,Tea (including mate),0.21,36.0759493671,26.8831793133,9533445
126,Azerbaijan,Vegetables,166.43,86.1635220126,26.8831793133,9533445
127,Bahamas,"Fish, Seafood",27.66,82.3899371069,27.925745507,355233
128,Bahamas,Milk - Excluding Butter,104.76,51.572327044,27.925745507,355233
129,Bahamas,Animal fats,5.58,77.358490566,27.925745507,355233
130,Bahamas,Vegetables,127.23,77.9874213836,27.925745507,355233
131,Bahamas,Meat,104.2,98.1132075472,27.925745507,355233
132,Bahamas,Fruits - Excluding Wine,278.89,85.534591195,27.925745507,355233
133,Bahamas,Cereals - Excluding Beer,73.77,3.7735849057,27.925745507,355233
134,Bahamas,Starchy Roots,14.86,5.0314465409,27.925745507,355233
135,Bahamas,Pulses,1.2,13.2911392405,27.925745507,355233
136,Bahamas,Coffee and products,5.27,82.3899371069,27.925745507,355233
137,Bahamas,Alcoholic Beverages,20.91,37.3417721519,27.925745507,355233
138,Bahamas,Sugar & Sweeteners,38.97,66.0377358491,27.925745507,355233
139,Bahamas,Tea (including mate),1.84,92.4050632911,27.925745507,355233
140,Bahamas,Eggs,6.2,47.1698113208,27.925745507,355233
141,Bangladesh,Fruits - Excluding Wine,23.33,8.1761006289,21.4270460449,154393847
142,Bangladesh,Alcoholic Beverages,0.02,2.5316455696,21.4270460449,154393847
143,Bangladesh,Pulses,6.57,61.3924050633,21.4270460449,154393847
144,Bangladesh,Vegetables,27.34,13.2075471698,21.4270460449,154393847
145,Bangladesh,Meat,4.11,1.2578616352,21.4270460449,154393847
146,Bangladesh,Eggs,2.08,27.0440251572,21.4270460449,154393847
147,Bangladesh,Animal fats,0.33,7.5471698113,21.4270460449,154393847
148,Bangladesh,Coffee and products,0,3.7735849057,21.4270460449,154393847
149,Bangladesh,"Fish, Seafood",19.21,62.893081761,21.4270460449,154393847
150,Bangladesh,Starchy Roots,48.04,42.1383647799,21.4270460449,154393847
151,Bangladesh,Sugar & Sweeteners,8.06,8.8050314465,21.4270460449,154393847
152,Bangladesh,Cereals - Excluding Beer,190.08,91.1949685535,21.4270460449,154393847
153,Bangladesh,Tea (including mate),0.48,57.5949367089,21.4270460449,154393847
154,Bangladesh,Milk - Excluding Butter,21.91,18.2389937107,21.4270460449,154393847
155,Belarus,Tea (including mate),0.45,56.9620253165,26.630344818,9498290
156,Belarus,Alcoholic Beverages,78.94,79.1139240506,26.630344818,9498290
157,Belarus,Pulses,0.03,1.8987341772,26.630344818,9498290
158,Belarus,Vegetables,150.75,83.0188679245,26.630344818,9498290
159,Belarus,Fruits - Excluding Wine,71.8,92.4528301887,26.630344818,9498290
160,Belarus,Meat,89.08,91.1949685535,26.630344818,9498290
161,Belarus,"Fish, Seafood",16.44,59.1194968553,26.630344818,9498290
162,Belarus,Animal fats,7.14,81.7610062893,26.630344818,9498290
163,Belarus,Cereals - Excluding Beer,111.17,22.641509434,26.630344818,9498290
164,Belarus,Eggs,15.86,94.9685534591,26.630344818,9498290
165,Belarus,Sugar & Sweeteners,39.14,66.6666666667,26.630344818,9498290
166,Belarus,Coffee and products,1.51,52.2012578616,26.630344818,9498290
167,Belarus,Starchy Roots,183.16,91.8238993711,26.630344818,9498290
168,Belarus,Milk - Excluding Butter,133.73,60.3773584906,26.630344818,9498290
169,Belgium,Vegetables,136.41,80.5031446541,26.1925495543,10815599
170,Belgium,Cereals - Excluding Beer,123.92,36.4779874214,26.1925495543,10815599
171,Belgium,Meat,69.93,71.6981132075,26.1925495543,10815599
172,Belgium,Eggs,12.59,81.7610062893,26.1925495543,10815599
173,Belgium,Alcoholic Beverages,105.96,93.6708860759,26.1925495543,10815599
174,Belgium,"Fish, Seafood",25.03,77.9874213836,26.1925495543,10815599
175,Belgium,Starchy Roots,93.43,75.4716981132,26.1925495543,10815599
176,Belgium,Coffee and products,7.5,91.8238993711,26.1925495543,10815599
177,Belgium,Milk - Excluding Butter,236.19,87.4213836478,26.1925495543,10815599
178,Belgium,Animal fats,28.2,100,26.1925495543,10815599
179,Belgium,Tea (including mate),0.45,56.9620253165,26.1925495543,10815599
180,Belgium,Pulses,2.48,32.2784810127,26.1925495543,10815599
181,Belgium,Sugar & Sweeteners,52.39,94.3396226415,26.1925495543,10815599
182,Belgium,Fruits - Excluding Wine,71.37,88.679245283,26.1925495543,10815599
183,Belize,Cereals - Excluding Beer,120.83,32.7044025157,28.8709819542,330721
184,Belize,"Fish, Seafood",13.73,54.0880503145,28.8709819542,330721
185,Belize,Meat,50.48,52.8301886792,28.8709819542,330721
186,Belize,Pulses,15.38,91.7721518987,28.8709819542,330721
187,Belize,Milk - Excluding Butter,80.3,44.6540880503,28.8709819542,330721
188,Belize,Sugar & Sweeteners,42.38,72.9559748428,28.8709819542,330721
189,Belize,Animal fats,7.44,83.6477987421,28.8709819542,330721
190,Belize,Tea (including mate),0.3,43.0379746835,28.8709819542,330721
191,Belize,Coffee and products,5.66,86.1635220126,28.8709819542,330721
192,Belize,Fruits - Excluding Wine,170.32,17.6100628931,28.8709819542,330721
193,Belize,Eggs,4.85,41.5094339623,28.8709819542,330721
194,Belize,Starchy Roots,17.31,10.0628930818,28.8709819542,330721
195,Belize,Alcoholic Beverages,45.28,58.8607594937,28.8709819542,330721
196,Belize,Vegetables,43.93,25.786163522,28.8709819542,330721
197,Benin,Cereals - Excluding Beer,119.43,30.8176100629,23.3999985553,9606534
198,Benin,Vegetables,57.3,38.9937106918,23.3999985553,9606534
199,Benin,Pulses,9.59,74.0506329114,23.3999985553,9606534
200,Benin,Milk - Excluding Butter,8.4,7.5471698113,23.3999985553,9606534
201,Benin,Coffee and products,0.03,7.5471698113,23.3999985553,9606534
202,Benin,Meat,25.19,28.3018867925,23.3999985553,9606534
203,Benin,Alcoholic Beverages,11.62,25.3164556962,23.3999985553,9606534
204,Benin,Starchy Roots,272.58,97.4842767296,23.3999985553,9606534
205,Benin,"Fish, Seafood",13.34,52.2012578616,23.3999985553,9606534
206,Benin,Fruits - Excluding Wine,49.62,30.1886792453,23.3999985553,9606534
207,Benin,Eggs,0.9,9.4339622642,23.3999985553,9606534
208,Benin,Tea (including mate),0.03,10.7594936709,23.3999985553,9606534
209,Benin,Sugar & Sweeteners,7.8,8.1761006289,23.3999985553,9606534
210,Benin,Animal fats,0.24,4.4025157233,23.3999985553,9606534
211,Bermuda,Fruits - Excluding Wine,215.2,94.9685534591,28.3726837544,65335
212,Bermuda,Cereals - Excluding Beer,63.67,1.8867924528,28.3726837544,65335
213,Bermuda,Milk - Excluding Butter,95.56,49.0566037736,28.3726837544,65335
214,Bermuda,Pulses,2.11,27.8481012658,28.3726837544,65335
215,Bermuda,Eggs,14.92,93.0817610063,28.3726837544,65335
216,Bermuda,Vegetables,172.65,87.4213836478,28.3726837544,65335
217,Bermuda,Starchy Roots,19.45,12.5786163522,28.3726837544,65335
218,Bermuda,Coffee and products,7.44,91.1949685535,28.3726837544,65335
219,Bermuda,Animal fats,3.84,64.7798742138,28.3726837544,65335
220,Bermuda,Tea (including mate),1.88,93.0379746835,28.3726837544,65335
221,Bermuda,Sugar & Sweeteners,43.88,76.7295597484,28.3726837544,65335
222,Bermuda,Alcoholic Beverages,33.45,46.2025316456,28.3726837544,65335
223,Bermuda,Meat,96.97,95.5974842767,28.3726837544,65335
224,Bermuda,"Fish, Seafood",45.17,94.9685534591,28.3726837544,65335
225,Bolivia,Animal fats,2.91,57.2327044025,26.3122120857,10409761
226,Bolivia,Alcoholic Beverages,35.85,48.7341772152,26.3122120857,10409761
227,Bolivia,Eggs,5.18,43.3962264151,26.3122120857,10409761
228,Bolivia,Meat,66.38,69.8113207547,26.3122120857,10409761
229,Bolivia,Coffee and products,2.68,65.4088050314,26.3122120857,10409761
230,Bolivia,Milk - Excluding Butter,46.04,31.4465408805,26.3122120857,10409761
231,Bolivia,Cereals - Excluding Beer,118.99,29.5597484277,26.3122120857,10409761
232,Bolivia,Pulses,4.62,48.7341772152,26.3122120857,10409761
233,Bolivia,Starchy Roots,84.19,72.3270440252,26.3122120857,10409761
234,Bolivia,Vegetables,31.48,16.3522012579,26.3122120857,10409761
235,Bolivia,"Fish, Seafood",2.19,8.8050314465,26.3122120857,10409761
236,Bolivia,Tea (including mate),0.25,38.6075949367,26.3122120857,10409761
237,Bolivia,Sugar & Sweeteners,27.44,40.251572327,26.3122120857,10409761
238,Bolivia,Fruits - Excluding Wine,69.41,11.9496855346,26.3122120857,10409761
239,Bosnia and Herzegovina,Milk - Excluding Butter,174.03,74.8427672956,25.7213875713,3735880
240,Bosnia and Herzegovina,Pulses,7.21,63.2911392405,25.7213875713,3735880
241,Bosnia and Herzegovina,Meat,32.21,38.3647798742,25.7213875713,3735880
242,Bosnia and Herzegovina,Cereals - Excluding Beer,177.7,86.1635220126,25.7213875713,3735880
243,Bosnia and Herzegovina,Eggs,4.49,37.7358490566,25.7213875713,3735880
244,Bosnia and Herzegovina,Starchy Roots,76.12,69.1823899371,25.7213875713,3735880
245,Bosnia and Herzegovina,"Fish, Seafood",4.28,18.2389937107,25.7213875713,3735880
246,Bosnia and Herzegovina,Fruits - Excluding Wine,106.76,96.2264150943,25.7213875713,3735880
247,Bosnia and Herzegovina,Vegetables,200.09,91.1949685535,25.7213875713,3735880
248,Bosnia and Herzegovina,Animal fats,2.23,47.7987421384,25.7213875713,3735880
249,Bosnia and Herzegovina,Coffee and products,6.82,90.5660377358,25.7213875713,3735880
250,Bosnia and Herzegovina,Tea (including mate),0.02,9.4936708861,25.7213875713,3735880
251,Bosnia and Herzegovina,Sugar & Sweeteners,20.17,31.4465408805,25.7213875713,3735880
252,Bosnia and Herzegovina,Alcoholic Beverages,78.2,78.4810126582,25.7213875713,3735880
253,Botswana,Starchy Roots,56.49,54.7169811321,24.3537283102,2074616
254,Botswana,Cereals - Excluding Beer,112.65,24.5283018868,24.3537283102,2074616
255,Botswana,Alcoholic Beverages,62.37,65.8227848101,24.3537283102,2074616
256,Botswana,Animal fats,1.95,44.6540880503,24.3537283102,2074616
257,Botswana,Meat,28.94,31.4465408805,24.3537283102,2074616
258,Botswana,Fruits - Excluding Wine,66.11,15.0943396226,24.3537283102,2074616
259,Botswana,Coffee and products,0.92,39.6226415094,24.3537283102,2074616
260,Botswana,Vegetables,38.79,20.7547169811,24.3537283102,2074616
261,Botswana,Tea (including mate),0.97,79.1139240506,24.3537283102,2074616
262,Botswana,Milk - Excluding Butter,117.74,57.2327044025,24.3537283102,2074616
263,Botswana,"Fish, Seafood",4.05,16.3522012579,24.3537283102,2074616
264,Botswana,Eggs,1.95,25.1572327044,24.3537283102,2074616
265,Botswana,Sugar & Sweeteners,31.02,49.0566037736,24.3537283102,2074616
266,Botswana,Pulses,5.64,55.6962025316,24.3537283102,2074616
267,Brazil,Coffee and products,3.29,71.0691823899,26.3610828904,200050487
268,Brazil,Starchy Roots,55.77,50.9433962264,26.3610828904,200050487
269,Brazil,Sugar & Sweeteners,42.78,74.213836478,26.3610828904,200050487
270,Brazil,Cereals - Excluding Beer,116.23,28.3018867925,26.3610828904,200050487
271,Brazil,"Fish, Seafood",10.87,45.9119496855,26.3610828904,200050487
272,Brazil,Eggs,8.98,64.7798742138,26.3610828904,200050487
273,Brazil,Tea (including mate),2.27,94.9367088608,26.3610828904,200050487
274,Brazil,Animal fats,3.46,63.5220125786,26.3610828904,200050487
275,Brazil,Alcoholic Beverages,72.43,73.417721519,26.3610828904,200050487
276,Brazil,Fruits - Excluding Wine,93.19,23.2704402516,26.3610828904,200050487
277,Brazil,Milk - Excluding Butter,149.28,67.2955974843,26.3610828904,200050487
278,Brazil,Pulses,16.45,93.0379746835,26.3610828904,200050487
279,Brazil,Meat,97.58,96.2264150943,26.3610828904,200050487
280,Brazil,Vegetables,51.53,31.4465408805,26.3610828904,200050487
281,Bulgaria,Sugar & Sweeteners,28.71,45.9119496855,26.3893625484,7349462
282,Bulgaria,"Fish, Seafood",6.94,32.7044025157,26.3893625484,7349462
283,Bulgaria,Starchy Roots,27.53,22.641509434,26.3893625484,7349462
284,Bulgaria,Eggs,8.36,59.748427673,26.3893625484,7349462
285,Bulgaria,Milk - Excluding Butter,155.71,70.4402515723,26.3893625484,7349462
286,Bulgaria,Alcoholic Beverages,95.35,89.8734177215,26.3893625484,7349462
287,Bulgaria,Pulses,2.35,30.3797468354,26.3893625484,7349462
288,Bulgaria,Animal fats,6.67,80.5031446541,26.3893625484,7349462
289,Bulgaria,Vegetables,67.37,45.2830188679,26.3893625484,7349462
290,Bulgaria,Cereals - Excluding Beer,151.5,72.9559748428,26.3893625484,7349462
291,Bulgaria,Fruits - Excluding Wine,70.43,41.5094339623,26.3893625484,7349462
292,Bulgaria,Coffee and products,5.69,86.7924528302,26.3893625484,7349462
293,Bulgaria,Tea (including mate),0.09,20.253164557,26.3893625484,7349462
294,Bulgaria,Meat,53.72,55.9748427673,26.3893625484,7349462
295,Burkina Faso,"Fish, Seafood",6.72,31.4465408805,22.0246163547,18011507
296,Burkina Faso,Cereals - Excluding Beer,217.11,96.8553459119,22.0246163547,18011507
297,Burkina Faso,Milk - Excluding Butter,29.79,23.2704402516,22.0246163547,18011507
298,Burkina Faso,Starchy Roots,15.06,6.2893081761,22.0246163547,18011507
299,Burkina Faso,Vegetables,16.86,3.1446540881,22.0246163547,18011507
300,Burkina Faso,Pulses,14.96,88.6075949367,22.0246163547,18011507
302,Burkina Faso,Sugar & Sweeteners,7.39,6.9182389937,22.0246163547,18011507
303,Burkina Faso,Fruits - Excluding Wine,6.4,5.0314465409,22.0246163547,18011507
304,Burkina Faso,Animal fats,0.5,16.3522012579,22.0246163547,18011507
305,Burkina Faso,Tea (including mate),0.35,48.7341772152,22.0246163547,18011507
306,Burkina Faso,Coffee and products,0.25,23.2704402516,22.0246163547,18011507
307,Burkina Faso,Eggs,2.61,30.8176100629,22.0246163547,18011507
308,Burkina Faso,Meat,11.72,8.1761006289,22.0246163547,18011507
309,Cambodia,Fruits - Excluding Wine,26.25,13.8364779874,21.9374005126,14656016
310,Cambodia,Tea (including mate),0.02,9.4936708861,21.9374005126,14656016
311,Cambodia,Vegetables,37.36,18.8679245283,21.9374005126,14656016
312,Cambodia,Animal fats,0.75,25.1572327044,21.9374005126,14656016
313,Cambodia,Alcoholic Beverages,34.3,46.835443038,21.9374005126,14656016
314,Cambodia,Pulses,4.92,51.2658227848,21.9374005126,14656016
315,Cambodia,Starchy Roots,31.15,27.6729559748,21.9374005126,14656016
316,Cambodia,Meat,13.21,12.5786163522,21.9374005126,14656016
317,Cambodia,Coffee and products,0.29,25.1572327044,21.9374005126,14656016
318,Cambodia,Cereals - Excluding Beer,174.67,84.2767295597,21.9374005126,14656016
319,Cambodia,Eggs,1.37,16.9811320755,21.9374005126,14656016
320,Cambodia,Sugar & Sweeteners,18.81,29.5597484277,21.9374005126,14656016
321,Cambodia,Milk - Excluding Butter,3.47,1.8867924528,21.9374005126,14656016
322,Cambodia,"Fish, Seafood",41.43,93.0817610063,21.9374005126,14656016
323,Cameroon,Milk - Excluding Butter,15.27,13.2075471698,24.2641622045,20913595
324,Cameroon,"Fish, Seafood",15.36,57.2327044025,24.2641622045,20913595
325,Cameroon,Fruits - Excluding Wine,112.25,71.6981132075,24.2641622045,20913595
326,Cameroon,Alcoholic Beverages,76.44,75.9493670886,24.2641622045,20913595
327,Cameroon,Vegetables,107.04,67.9245283019,24.2641622045,20913595
328,Cameroon,Cereals - Excluding Beer,121.1,33.3333333333,24.2641622045,20913595
329,Cameroon,Starchy Roots,156.38,89.9371069182,24.2641622045,20913595
330,Cameroon,Meat,13.35,13.2075471698,24.2641622045,20913595
331,Cameroon,Sugar & Sweeteners,9.94,12.5786163522,24.2641622045,20913595
332,Cameroon,Animal fats,0.34,8.1761006289,24.2641622045,20913595
333,Cameroon,Tea (including mate),0.6,64.5569620253,24.2641622045,20913595
334,Cameroon,Eggs,0.4,3.1446540881,24.2641622045,20913595
335,Cameroon,Coffee and products,0.67,34.5911949686,24.2641622045,20913595
336,Cameroon,Pulses,21.48,97.4683544304,24.2641622045,20913595
337,Canada,Alcoholic Beverages,84.75,83.5443037975,27.0492871423,34993747
338,Canada,Fruits - Excluding Wine,135.65,72.9559748428,27.0492871423,34993747
339,Canada,Meat,90.75,92.4528301887,27.0492871423,34993747
340,Canada,Pulses,12.1,82.9113924051,27.0492871423,34993747
341,Canada,Animal fats,17.93,95.5974842767,27.0492871423,34993747
342,Canada,"Fish, Seafood",22.52,69.8113207547,27.0492871423,34993747
343,Canada,Vegetables,108.47,69.8113207547,27.0492871423,34993747
344,Canada,Coffee and products,7.53,92.4528301887,27.0492871423,34993747
345,Canada,Eggs,12.95,84.2767295597,27.0492871423,34993747
346,Canada,Cereals - Excluding Beer,119.37,30.1886792453,27.0492871423,34993747
347,Canada,Starchy Roots,73.49,67.2955974843,27.0492871423,34993747
348,Canada,Sugar & Sweeteners,48.26,89.3081761006,27.0492871423,34993747
349,Canada,Tea (including mate),0.45,56.9620253165,27.0492871423,34993747
350,Canada,Milk - Excluding Butter,187.77,77.358490566,27.0492871423,34993747
351,Central African Republic,Eggs,0.47,3.7735849057,22.6802045383,4666833
352,Central African Republic,Alcoholic Beverages,17.83,34.1772151899,22.6802045383,4666833
353,Central African Republic,"Fish, Seafood",7.77,35.8490566038,22.6802045383,4666833
354,Central African Republic,Animal fats,0.85,26.4150943396,22.6802045383,4666833
355,Central African Republic,Fruits - Excluding Wine,46.43,5.6603773585,22.6802045383,4666833
356,Central African Republic,Meat,29.45,33.9622641509,22.6802045383,4666833
357,Central African Republic,Vegetables,18.62,6.2893081761,22.6802045383,4666833
358,Central African Republic,Coffee and products,1.48,50.9433962264,22.6802045383,4666833
359,Central African Republic,Starchy Roots,226.54,94.3396226415,22.6802045383,4666833
360,Central African Republic,Pulses,8.35,68.3544303797,22.6802045383,4666833
361,Central African Republic,Sugar & Sweeteners,8.19,9.4339622642,22.6802045383,4666833
362,Central African Republic,Milk - Excluding Butter,13.53,11.9496855346,22.6802045383,4666833
363,Central African Republic,Tea (including mate),0.01,6.3291139241,22.6802045383,4666833
364,Central African Republic,Cereals - Excluding Beer,51.63,1.2578616352,22.6802045383,4666833
365,Chad,Cereals - Excluding Beer,162.84,79.8742138365,21.8799099961,12141876
366,Chad,Alcoholic Beverages,6.11,17.0886075949,21.8799099961,12141876
367,Chad,Eggs,0.24,1.2578616352,21.8799099961,12141876
368,Chad,Fruits - Excluding Wine,8.51,1.2578616352,21.8799099961,12141876
