,Country,Item,Value,medianValues,Mean.BMI,Total.population
1110,Malawi,Eggs,1.08,13.2075471698,22.7266007975,16406945
1111,Malawi,Cereals - Excluding Beer,150.23,68.5534591195,22.7266007975,16406945
1112,Malawi,Alcoholic Beverages,19.38,35.4430379747,22.7266007975,16406945
1113,Malawi,Coffee and products,0.31,27.0440251572,22.7266007975,16406945
1114,Malawi,Sugar & Sweeteners,8.26,10.0628930818,22.7266007975,16406945
1115,Malawi,Starchy Roots,208.32,93.0817610063,22.7266007975,16406945
1116,Malawi,"Fish, Seafood",7.33,33.9622641509,22.7266007975,16406945
1117,Malawi,Vegetables,21.86,9.4339622642,22.7266007975,16406945
1118,Malawi,Animal fats,0.88,27.0440251572,22.7266007975,16406945
1119,Malawi,Pulses,15,89.2405063291,22.7266007975,16406945
1120,Malawi,Fruits - Excluding Wine,62.32,6.2893081761,22.7266007975,16406945
1121,Malaysia,Fruits - Excluding Wine,45.29,43.3962264151,25.5064450918,29787203
1122,Malaysia,Starchy Roots,14.91,5.6603773585,25.5064450918,29787203
1123,Malaysia,Pulses,3.07,35.4430379747,25.5064450918,29787203
1124,Malaysia,Vegetables,70.43,49.0566037736,25.5064450918,29787203
1125,Malaysia,Coffee and products,0.05,11.320754717,25.5064450918,29787203
1126,Malaysia,Eggs,16.57,96.8553459119,25.5064450918,29787203
1127,Malaysia,Milk - Excluding Butter,25.28,20.7547169811,25.5064450918,29787203
1128,Malaysia,Cereals - Excluding Beer,150.12,67.9245283019,25.5064450918,29787203
1129,Malaysia,Sugar & Sweeteners,44.12,77.9874213836,25.5064450918,29787203
1130,Malaysia,"Fish, Seafood",58.97,99.3710691824,25.5064450918,29787203
1131,Malaysia,Alcoholic Beverages,8.96,24.0506329114,25.5064450918,29787203
1132,Malaysia,Meat,56.25,60.3773584906,25.5064450918,29787203
1133,Malaysia,Animal fats,1.11,32.7044025157,25.5064450918,29787203
1134,Malaysia,Tea (including mate),0.98,79.746835443,25.5064450918,29787203
1135,Mali,Milk - Excluding Butter,98.68,49.6855345912,22.8840485194,16808242
1136,Mali,Starchy Roots,29.28,23.8993710692,22.8840485194,16808242
1137,Mali,Meat,24.75,27.0440251572,22.8840485194,16808242
1138,Mali,Cereals - Excluding Beer,214.92,96.2264150943,22.8840485194,16808242
1139,Mali,Eggs,0.91,10.0628930818,22.8840485194,16808242
1140,Mali,Tea (including mate),0.55,63.2911392405,22.8840485194,16808242
1141,Mali,Vegetables,56.59,36.4779874214,22.8840485194,16808242
1142,Mali,Alcoholic Beverages,6.71,18.9873417722,22.8840485194,16808242
1143,Mali,"Fish, Seafood",7.73,35.2201257862,22.8840485194,16808242
1144,Mali,Coffee and products,0.12,14.465408805,22.8840485194,16808242
1145,Mali,Pulses,18.77,94.3037974684,22.8840485194,16808242
1146,Mali,Fruits - Excluding Wine,28.7,28.9308176101,22.8840485194,16808242
1147,Mali,Animal fats,1.06,32.0754716981,22.8840485194,16808242
1148,Mali,Sugar & Sweeteners,10.27,15.7232704403,22.8840485194,16808242
1149,Malta,Cereals - Excluding Beer,152.64,74.8427672956,27.3181604515,420557
1150,Malta,Eggs,11.64,77.358490566,27.3181604515,420557
1151,Malta,Pulses,3.93,45.5696202532,27.3181604515,420557
1152,Malta,Meat,86.62,88.679245283,27.3181604515,420557
1153,Malta,Sugar & Sweeteners,61.3,99.3710691824,27.3181604515,420557
1154,Malta,"Fish, Seafood",32.56,86.7924528302,27.3181604515,420557
1155,Malta,Milk - Excluding Butter,190.06,77.9874213836,27.3181604515,420557
1156,Malta,Fruits - Excluding Wine,76.2,96.8553459119,27.3181604515,420557
1157,Malta,Starchy Roots,48.81,42.7672955975,27.3181604515,420557
1158,Malta,Alcoholic Beverages,57.56,64.5569620253,27.3181604515,420557
1159,Malta,Tea (including mate),2.29,95.5696202532,27.3181604515,420557
1160,Malta,Coffee and products,4.82,79.2452830189,27.3181604515,420557
1161,Malta,Vegetables,202.42,91.8238993711,27.3181604515,420557
1162,Malta,Animal fats,8.68,84.9056603774,27.3181604515,420557
1163,Mauritania,Cereals - Excluding Beer,172.09,83.6477987421,24.9014841021,3704414
1164,Mauritania,Meat,30.36,35.8490566038,24.9014841021,3704414
1165,Mauritania,Fruits - Excluding Wine,11.34,13.2075471698,24.9014841021,3704414
1166,Mauritania,Coffee and products,0.01,5.6603773585,24.9014841021,3704414
1167,Mauritania,Alcoholic Beverages,0.03,3.164556962,24.9014841021,3704414
1168,Mauritania,Starchy Roots,8.12,1.2578616352,24.9014841021,3704414
1169,Mauritania,Sugar & Sweeteners,36.19,61.0062893082,24.9014841021,3704414
1170,Mauritania,"Fish, Seafood",9.09,39.6226415094,24.9014841021,3704414
1171,Mauritania,Pulses,13.8,86.0759493671,24.9014841021,3704414
1172,Mauritania,Tea (including mate),3.56,98.1012658228,24.9014841021,3704414
1173,Mauritania,Eggs,2.13,27.6729559748,24.9014841021,3704414
1174,Mauritania,Vegetables,34.05,17.6100628931,24.9014841021,3704414
1175,Mauritania,Milk - Excluding Butter,160.82,72.9559748428,24.9014841021,3704414
1176,Mauritania,Animal fats,1.24,35.2201257862,24.9014841021,3704414
1177,Mauritius,Meat,53.47,54.7169811321,25.2305714133,1320785
1178,Mauritius,Alcoholic Beverages,32.58,44.9367088608,25.2305714133,1320785
1179,Mauritius,Vegetables,71.88,50.3144654088,25.2305714133,1320785
1180,Mauritius,Tea (including mate),1.26,85.4430379747,25.2305714133,1320785
1181,Mauritius,Fruits - Excluding Wine,66.93,45.9119496855,25.2305714133,1320785
1182,Mauritius,Milk - Excluding Butter,117.27,56.6037735849,25.2305714133,1320785
1183,Mauritius,Cereals - Excluding Beer,164.63,81.1320754717,25.2305714133,1320785
1184,Mauritius,Sugar & Sweeteners,35.06,58.4905660377,25.2305714133,1320785
1185,Mauritius,Pulses,10.16,75.9493670886,25.2305714133,1320785
1186,Mauritius,Starchy Roots,20.82,15.7232704403,25.2305714133,1320785
1187,Mauritius,"Fish, Seafood",23.45,72.9559748428,25.2305714133,1320785
1188,Mauritius,Coffee and products,1.06,43.3962264151,25.2305714133,1320785
1189,Mauritius,Animal fats,1.45,37.7358490566,25.2305714133,1320785
1190,Mauritius,Eggs,6.32,47.7987421384,25.2305714133,1320785
1191,Mexico,Vegetables,55.87,35.8490566038,27.8942537207,117478371
1192,Mexico,Animal fats,2.99,59.1194968553,27.8942537207,117478371
1193,Mexico,Milk - Excluding Butter,111.87,53.4591194969,27.8942537207,117478371
1194,Mexico,Cereals - Excluding Beer,159.45,77.358490566,27.8942537207,117478371
1195,Mexico,Tea (including mate),0.01,6.3291139241,27.8942537207,117478371
1196,Mexico,"Fish, Seafood",10.46,42.7672955975,27.8942537207,117478371
1197,Mexico,Starchy Roots,16.47,8.1761006289,27.8942537207,117478371
1198,Mexico,Meat,62.23,66.0377358491,27.8942537207,117478371
1199,Mexico,Alcoholic Beverages,52.57,62.6582278481,27.8942537207,117478371
1200,Mexico,Pulses,12.39,83.5443037975,27.8942537207,117478371
1201,Mexico,Eggs,18.34,98.1132075472,27.8942537207,117478371
1202,Mexico,Fruits - Excluding Wine,107.44,27.6729559748,27.8942537207,117478371
1203,Mexico,Coffee and products,0.76,37.106918239,27.8942537207,117478371
1204,Mexico,Sugar & Sweeteners,48.46,89.9371069182,27.8942537207,117478371
1205,Moldova,Starchy Roots,53.99,49.0566037736,26.9836117839,3495657
1206,Moldova,Coffee and products,1.51,52.2012578616,26.9836117839,3495657
1207,Moldova,Animal fats,5.52,76.7295597484,26.9836117839,3495657
1208,Moldova,"Fish, Seafood",12.93,50.9433962264,26.9836117839,3495657
1209,Moldova,Cereals - Excluding Beer,147.99,64.1509433962,26.9836117839,3495657
1210,Moldova,Alcoholic Beverages,50.04,60.1265822785,26.9836117839,3495657
1211,Moldova,Eggs,9.79,67.9245283019,26.9836117839,3495657
1212,Moldova,Vegetables,89.67,57.8616352201,26.9836117839,3495657
1213,Moldova,Milk - Excluding Butter,155.18,69.1823899371,26.9836117839,3495657
1214,Moldova,Sugar & Sweeteners,23.57,35.2201257862,26.9836117839,3495657
1215,Moldova,Tea (including mate),0.24,37.3417721519,26.9836117839,3495657
1216,Moldova,Fruits - Excluding Wine,55.5,59.748427673,26.9836117839,3495657
1217,Moldova,Meat,39.86,47.1698113208,26.9836117839,3495657
1218,Moldova,Pulses,0.86,9.4936708861,26.9836117839,3495657
1219,Mongolia,Alcoholic Beverages,41.93,55.6962025316,26.01534147,2887863
1220,Mongolia,Milk - Excluding Butter,139.82,62.893081761,26.01534147,2887863
1221,Mongolia,Sugar & Sweeteners,14.69,21.3836477987,26.01534147,2887863
1222,Mongolia,Tea (including mate),1.14,82.9113924051,26.01534147,2887863
1223,Mongolia,Starchy Roots,50.71,44.6540880503,26.01534147,2887863
1224,Mongolia,Vegetables,54.31,33.9622641509,26.01534147,2887863
1225,Mongolia,Pulses,0.51,5.6962025316,26.01534147,2887863
1226,Mongolia,Animal fats,3.88,66.0377358491,26.01534147,2887863
1227,Mongolia,Fruits - Excluding Wine,30.11,26.4150943396,26.01534147,2887863
1228,Mongolia,Eggs,2.23,28.9308176101,26.01534147,2887863
1229,Mongolia,"Fish, Seafood",0.68,2.5157232704,26.01534147,2887863
1230,Mongolia,Coffee and products,1.37,50.3144654088,26.01534147,2887863
1231,Mongolia,Cereals - Excluding Beer,135.84,54.0880503145,26.01534147,2887863
1232,Mongolia,Meat,81.1,81.1320754717,26.01534147,2887863
1233,Montenegro,Starchy Roots,119.34,83.0188679245,26.5019737208,633167
1234,Montenegro,Coffee and products,8.34,94.3396226415,26.5019737208,633167
1235,Montenegro,Cereals - Excluding Beer,130.35,42.7672955975,26.5019737208,633167
1236,Montenegro,Tea (including mate),0.2,34.1772151899,26.5019737208,633167
1237,Montenegro,Milk - Excluding Butter,349.21,99.3710691824,26.5019737208,633167
1238,Montenegro,Pulses,6.87,62.6582278481,26.5019737208,633167
1239,Montenegro,Sugar & Sweeteners,47.81,85.534591195,26.5019737208,633167
1240,Montenegro,Meat,84.51,86.1635220126,26.5019737208,633167
1241,Montenegro,Fruits - Excluding Wine,136.93,98.1132075472,26.5019737208,633167
1242,Montenegro,Animal fats,2.88,55.3459119497,26.5019737208,633167
1243,Montenegro,Eggs,11.6,76.7295597484,26.5019737208,633167
1244,Montenegro,Vegetables,238.97,95.5974842767,26.5019737208,633167
1245,Montenegro,Alcoholic Beverages,37.13,50.6329113924,26.5019737208,633167
1246,Montenegro,"Fish, Seafood",12.22,47.7987421384,26.5019737208,633167
1247,Morocco,Sugar & Sweeteners,39.73,67.9245283019,25.848379155,32925553
1248,Morocco,Meat,35.02,40.8805031447,25.848379155,32925553
1249,Morocco,Fruits - Excluding Wine,85.31,86.1635220126,25.848379155,32925553
1250,Morocco,Pulses,6.15,59.4936708861,25.848379155,32925553
1251,Morocco,Milk - Excluding Butter,54.68,35.2201257862,25.848379155,32925553
1252,Morocco,Tea (including mate),1.78,89.8734177215,25.848379155,32925553
1253,Morocco,Coffee and products,1.14,46.5408805031,25.848379155,32925553
1254,Morocco,Vegetables,132.1,79.8742138365,25.848379155,32925553
1255,Morocco,Starchy Roots,49.36,43.3962264151,25.848379155,32925553
1256,Morocco,Alcoholic Beverages,4.25,13.9240506329,25.848379155,32925553
1257,Morocco,Cereals - Excluding Beer,257.6,100,25.848379155,32925553
1258,Morocco,Eggs,6.68,50.3144654088,25.848379155,32925553
1259,Morocco,Animal fats,2.51,52.2012578616,25.848379155,32925553
1260,Morocco,"Fish, Seafood",18.07,61.6352201258,25.848379155,32925553
1261,Mozambique,Coffee and products,0.11,13.8364779874,22.5529106565,25028313
1262,Mozambique,Sugar & Sweeteners,11.22,18.8679245283,22.5529106565,25028313
1263,Mozambique,Eggs,1.7,20.7547169811,22.5529106565,25028313
1264,Mozambique,Meat,8.5,4.4025157233,22.5529106565,25028313
1265,Mozambique,"Fish, Seafood",8.06,36.4779874214,22.5529106565,25028313
1266,Mozambique,Pulses,14.01,87.3417721519,22.5529106565,25028313
1267,Mozambique,Cereals - Excluding Beer,105.14,16.9811320755,22.5529106565,25028313
1268,Mozambique,Alcoholic Beverages,6.82,19.6202531646,22.5529106565,25028313
1269,Mozambique,Fruits - Excluding Wine,26.04,5.6603773585,22.5529106565,25028313
1270,Mozambique,Animal fats,0.39,11.9496855346,22.5529106565,25028313
1271,Mozambique,Milk - Excluding Butter,4.79,3.1446540881,22.5529106565,25028313
1272,Mozambique,Starchy Roots,265.82,96.2264150943,22.5529106565,25028313
1273,Mozambique,Vegetables,18.59,5.6603773585,22.5529106565,25028313
1274,Mozambique,Tea (including mate),0.8,74.6835443038,22.5529106565,25028313
1275,Myanmar,Cereals - Excluding Beer,145.04,62.2641509434,22.4598847937,49119646
1276,Myanmar,"Fish, Seafood",54.39,98.7421383648,22.4598847937,49119646
1277,Myanmar,Animal fats,1.47,38.9937106918,22.4598847937,49119646
1278,Myanmar,Coffee and products,1.09,44.6540880503,22.4598847937,49119646
1279,Myanmar,Alcoholic Beverages,3.5,12.0253164557,22.4598847937,49119646
1280,Myanmar,Milk - Excluding Butter,31.48,24.5283018868,22.4598847937,49119646
1281,Myanmar,Meat,39.03,45.2830188679,22.4598847937,49119646
1282,Myanmar,Starchy Roots,21.55,16.9811320755,22.4598847937,49119646
1283,Myanmar,Pulses,13.95,86.7088607595,22.4598847937,49119646
1284,Myanmar,Fruits - Excluding Wine,39.32,54.0880503145,22.4598847937,49119646
1285,Myanmar,Vegetables,81.44,54.0880503145,22.4598847937,49119646
1286,Myanmar,Sugar & Sweeteners,16.87,25.786163522,22.4598847937,49119646
1287,Myanmar,Eggs,6.45,49.6855345912,22.4598847937,49119646
1288,Myanmar,Tea (including mate),0.61,65.1898734177,22.4598847937,49119646
1289,Namibia,Cereals - Excluding Beer,104.33,16.3522012579,24.0827594303,2404477
1290,Namibia,Animal fats,1.9,44.0251572327,24.0827594303,2404477
1291,Namibia,Meat,24.97,27.6729559748,24.0827594303,2404477
1292,Namibia,Vegetables,34.42,18.2389937107,24.0827594303,2404477
1293,Namibia,"Fish, Seafood",11.41,46.5408805031,24.0827594303,2404477
1294,Namibia,Milk - Excluding Butter,73.05,42.1383647799,24.0827594303,2404477
1295,Namibia,Pulses,8.01,66.4556962025,24.0827594303,2404477
1296,Namibia,Fruits - Excluding Wine,72.82,13.2075471698,24.0827594303,2404477
1297,Namibia,Tea (including mate),0.55,63.2911392405,24.0827594303,2404477
1298,Namibia,Eggs,1.63,19.4968553459,24.0827594303,2404477
1299,Namibia,Sugar & Sweeteners,20.23,32.0754716981,24.0827594303,2404477
1300,Namibia,Alcoholic Beverages,81.82,81.0126582278,24.0827594303,2404477
1301,Namibia,Coffee and products,1.01,42.1383647799,24.0827594303,2404477
1302,Namibia,Starchy Roots,138.17,88.0503144654,24.0827594303,2404477
1303,Nepal,Coffee and products,0.03,7.5471698113,22.2264919264,31535507
1304,Nepal,Cereals - Excluding Beer,193.24,91.8238993711,22.2264919264,31535507
1305,Nepal,Sugar & Sweeteners,4.74,1.2578616352,22.2264919264,31535507
1306,Nepal,Alcoholic Beverages,2.2,10.7594936709,22.2264919264,31535507
1307,Nepal,Tea (including mate),0.35,48.7341772152,22.2264919264,31535507
1308,Nepal,Vegetables,114.09,74.213836478,22.2264919264,31535507
1309,Nepal,"Fish, Seafood",2.17,8.1761006289,22.2264919264,31535507
1310,Nepal,Pulses,12.72,84.1772151899,22.2264919264,31535507
1311,Nepal,Starchy Roots,85.39,72.9559748428,22.2264919264,31535507
1312,Nepal,Meat,12.21,10.6918238994,22.2264919264,31535507
1313,Nepal,Eggs,1.42,17.6100628931,22.2264919264,31535507
1314,Nepal,Animal fats,1.67,43.3962264151,22.2264919264,31535507
1315,Nepal,Milk - Excluding Butter,52.1,33.9622641509,22.2264919264,31535507
1316,Nepal,Fruits - Excluding Wine,61.17,76.1006289308,22.2264919264,31535507
1317,Netherlands,Tea (including mate),1.1,81.0126582278,25.6808985971,16761552
1318,Netherlands,Starchy Roots,91.94,74.8427672956,25.6808985971,16761552
1319,Netherlands,Coffee and products,2.4,61.0062893082,25.6808985971,16761552
1320,Netherlands,Meat,89.49,91.8238993711,25.6808985971,16761552
1321,Netherlands,Eggs,14.03,89.9371069182,25.6808985971,16761552
1322,Netherlands,Pulses,1.69,20.8860759494,25.6808985971,16761552
1323,Netherlands,Alcoholic Beverages,76.88,76.582278481,25.6808985971,16761552
1324,Netherlands,Vegetables,86.26,55.9748427673,25.6808985971,16761552
1325,Netherlands,"Fish, Seafood",22.11,67.2955974843,25.6808985971,16761552
1326,Netherlands,Fruits - Excluding Wine,176.1,55.9748427673,25.6808985971,16761552
1327,Netherlands,Cereals - Excluding Beer,88.84,7.5471698113,25.6808985971,16761552
1328,Netherlands,Animal fats,5.16,74.213836478,25.6808985971,16761552
1329,Netherlands,Milk - Excluding Butter,341.47,98.7421383648,25.6808985971,16761552
1330,Netherlands,Sugar & Sweeteners,44.54,79.8742138365,25.6808985971,16761552
1331,New Zealand,Eggs,9.91,69.8113207547,27.9924228512,4508166
1332,New Zealand,Coffee and products,4.05,74.8427672956,27.9924228512,4508166
1333,New Zealand,Milk - Excluding Butter,137.25,61.6352201258,27.9924228512,4508166
1334,New Zealand,Sugar & Sweeteners,59.17,98.1132075472,27.9924228512,4508166
1335,New Zealand,Vegetables,129.51,79.2452830189,27.9924228512,4508166
1336,New Zealand,Starchy Roots,59.06,57.8616352201,27.9924228512,4508166
1337,New Zealand,Alcoholic Beverages,77.35,77.2151898734,27.9924228512,4508166
1338,New Zealand,Meat,101.4,97.4842767296,27.9924228512,4508166
1339,New Zealand,Cereals - Excluding Beer,98.02,12.5786163522,27.9924228512,4508166
1340,New Zealand,"Fish, Seafood",24.92,77.358490566,27.9924228512,4508166
1341,New Zealand,Fruits - Excluding Wine,99.01,86.1635220126,27.9924228512,4508166
1342,New Zealand,Tea (including mate),0.52,59.4936708861,27.9924228512,4508166
1343,New Zealand,Pulses,3.66,43.0379746835,27.9924228512,4508166
1344,New Zealand,Animal fats,13.94,90.5660377358,27.9924228512,4508166
1345,Nicaragua,Vegetables,14.29,1.8867924528,27.1447194681,6041763
1346,Nicaragua,Cereals - Excluding Beer,143.25,61.0062893082,27.1447194681,6041763
1347,Nicaragua,Alcoholic Beverages,15.99,32.2784810127,27.1447194681,6041763
1348,Nicaragua,Milk - Excluding Butter,85.16,46.5408805031,27.1447194681,6041763
1349,Nicaragua,Animal fats,1.12,33.3333333333,27.1447194681,6041763
1350,Nicaragua,Meat,29.87,34.5911949686,27.1447194681,6041763
1351,Nicaragua,Tea (including mate),0.05,13.9240506329,27.1447194681,6041763
1352,Nicaragua,Pulses,21.41,96.835443038,27.1447194681,6041763
1353,Nicaragua,Fruits - Excluding Wine,39.08,4.4025157233,27.1447194681,6041763
1354,Nicaragua,Sugar & Sweeteners,42.27,72.3270440252,27.1447194681,6041763
1355,Nicaragua,Starchy Roots,22.04,18.2389937107,27.1447194681,6041763
1356,Nicaragua,"Fish, Seafood",4.75,20.7547169811,27.1447194681,6041763
1357,Nicaragua,Eggs,4.9,42.7672955975,27.1447194681,6041763
1358,Nicaragua,Coffee and products,0.17,18.8679245283,27.1447194681,6041763
1359,Niger,Pulses,36.72,100,21.7614304614,17239826
1360,Niger,Vegetables,58.2,40.251572327,21.7614304614,17239826
1361,Niger,Cereals - Excluding Beer,209.62,95.5974842767,21.7614304614,17239826
1362,Niger,Meat,17.2,20.1257861635,21.7614304614,17239826
1363,Niger,Sugar & Sweeteners,5.31,3.1446540881,21.7614304614,17239826
1364,Niger,Tea (including mate),0.45,56.9620253165,21.7614304614,17239826
1365,Niger,Starchy Roots,18.17,11.9496855346,21.7614304614,17239826
1366,Niger,Coffee and products,0.08,12.5786163522,21.7614304614,17239826
1367,Niger,Eggs,0.3,1.8867924528,21.7614304614,17239826
1368,Niger,Fruits - Excluding Wine,28.46,32.0754716981,21.7614304614,17239826
1369,Niger,Animal fats,1.25,35.8490566038,21.7614304614,17239826
1370,Niger,Milk - Excluding Butter,58.92,37.106918239,21.7614304614,17239826
1371,Niger,Alcoholic Beverages,0.57,5.6962025316,21.7614304614,17239826
1372,Niger,"Fish, Seafood",2.69,10.6918238994,21.7614304614,17239826
1373,Nigeria,Fruits - Excluding Wine,56.94,36.4779874214,23.2246149859,170901148
1374,Nigeria,Sugar & Sweeteners,10.75,17.6100628931,23.2246149859,170901148
1375,Nigeria,Vegetables,63.55,43.3962264151,23.2246149859,170901148
1376,Nigeria,Eggs,3.46,33.3333333333,23.2246149859,170901148
1377,Nigeria,Starchy Roots,251.36,94.9685534591,23.2246149859,170901148
1378,Nigeria,"Fish, Seafood",16.18,58.4905660377,23.2246149859,170901148
1379,Nigeria,Cereals - Excluding Beer,137.33,55.3459119497,23.2246149859,170901148
1380,Nigeria,Coffee and products,0.04,10.0628930818,23.2246149859,170901148
1381,Nigeria,Milk - Excluding Butter,7.91,5.6603773585,23.2246149859,170901148
1382,Nigeria,Tea (including mate),0.01,6.3291139241,23.2246149859,170901148
1383,Nigeria,Animal fats,0.45,15.7232704403,23.2246149859,170901148
1384,Nigeria,Meat,9.2,5.0314465409,23.2246149859,170901148
1385,Nigeria,Pulses,11.47,81.0126582278,23.2246149859,170901148
1386,Nigeria,Alcoholic Beverages,64.61,67.0886075949,23.2246149859,170901148
1387,North Korea,Fruits - Excluding Wine,57.41,83.6477987421,23.9583030966,24654358
1388,North Korea,Alcoholic Beverages,7.83,20.253164557,23.9583030966,24654358
1389,North Korea,Eggs,4.68,40.8805031447,23.9583030966,24654358
1390,North Korea,Starchy Roots,63.15,62.893081761,23.9583030966,24654358
1391,North Korea,"Fish, Seafood",9.33,40.8805031447,23.9583030966,24654358
1392,North Korea,Pulses,10.86,78.4810126582,23.9583030966,24654358
1393,North Korea,Coffee and products,0.04,10.0628930818,23.9583030966,24654358
1394,North Korea,Cereals - Excluding Beer,148.27,65.4088050314,23.9583030966,24654358
1395,North Korea,Meat,13.98,15.0943396226,23.9583030966,24654358
1396,North Korea,Sugar & Sweeteners,3.93,0.6289308176,23.9583030966,24654358
1397,North Korea,Animal fats,0.37,10.0628930818,23.9583030966,24654358
1398,North Korea,Vegetables,124.7,77.358490566,23.9583030966,24654358
1399,North Korea,Milk - Excluding Butter,3.79,2.5157232704,23.9583030966,24654358
1400,Norway,Cereals - Excluding Beer,120,32.0754716981,26.7000399887,4991997
1401,Norway,Alcoholic Beverages,70.28,70.8860759494,26.7000399887,4991997
1402,Norway,Sugar & Sweeteners,43.93,77.358490566,26.7000399887,4991997
1403,Norway,Pulses,5.27,52.5316455696,26.7000399887,4991997
1404,Norway,Animal fats,15.29,93.0817610063,26.7000399887,4991997
1405,Norway,Milk - Excluding Butter,261.34,93.0817610063,26.7000399887,4991997
1406,Norway,Eggs,11.41,76.1006289308,26.7000399887,4991997
1407,Norway,Coffee and products,9.27,96.2264150943,26.7000399887,4991997
1408,Norway,Meat,70.89,72.9559748428,26.7000399887,4991997
1409,Norway,Vegetables,77.23,51.572327044,26.7000399887,4991997
1410,Norway,Fruits - Excluding Wine,140.87,51.572327044,26.7000399887,4991997
1411,Norway,Starchy Roots,53.1,47.7987421384,26.7000399887,4991997
1412,Norway,Tea (including mate),0.32,44.9367088608,26.7000399887,4991997
1413,Norway,"Fish, Seafood",52.08,96.8553459119,26.7000399887,4991997
1414,Oman,Pulses,4.76,49.3670886076,26.3047286512,2957333
1415,Oman,Animal fats,1.56,40.8805031447,26.3047286512,2957333
1416,Oman,Meat,61.92,64.7798742138,26.3047286512,2957333
1417,Oman,Cereals - Excluding Beer,138.03,55.9748427673,26.3047286512,2957333
1418,Oman,Milk - Excluding Butter,152.28,68.5534591195,26.3047286512,2957333
1419,Oman,Tea (including mate),1.27,86.0759493671,26.3047286512,2957333
1420,Oman,Eggs,7.8,54.0880503145,26.3047286512,2957333
1421,Oman,Sugar & Sweeteners,36.05,60.3773584906,26.3047286512,2957333
1422,Oman,Vegetables,103.79,65.4088050314,26.3047286512,2957333
1423,Oman,Fruits - Excluding Wine,229.22,68.5534591195,26.3047286512,2957333
1424,Oman,Coffee and products,2.1,58.4905660377,26.3047286512,2957333
1425,Oman,Starchy Roots,27.91,23.2704402516,26.3047286512,2957333
1426,Oman,"Fish, Seafood",22.43,69.1823899371,26.3047286512,2957333
1427,Oman,Alcoholic Beverages,4.01,13.2911392405,26.3047286512,2957333
1428,Pakistan,Cereals - Excluding Beer,141.86,59.748427673,23.8358694621,183188847
1429,Pakistan,"Fish, Seafood",1.92,6.9182389937,23.8358694621,183188847
1430,Pakistan,Tea (including mate),0.64,67.7215189873,23.8358694621,183188847
1431,Pakistan,Sugar & Sweeteners,27.75,40.8805031447,23.8358694621,183188847
1432,Pakistan,Animal fats,5,72.9559748428,23.8358694621,183188847
1433,Pakistan,Starchy Roots,18.07,11.320754717,23.8358694621,183188847
1434,Pakistan,Milk - Excluding Butter,183.13,76.1006289308,23.8358694621,183188847
1435,Pakistan,Meat,16.41,19.4968553459,23.8358694621,183188847
1436,Pakistan,Eggs,2.95,31.4465408805,23.8358694621,183188847
1437,Pakistan,Fruits - Excluding Wine,29.35,8.1761006289,23.8358694621,183188847
1438,Pakistan,Coffee and products,0.01,5.6603773585,23.8358694621,183188847
1439,Pakistan,Vegetables,26.34,11.320754717,23.8358694621,183188847
1440,Pakistan,Alcoholic Beverages,0.05,3.7974683544,23.8358694621,183188847
1441,Pakistan,Pulses,6.61,62.0253164557,23.8358694621,183188847
1442,Panama,Animal fats,5.73,78.6163522013,26.8506423688,3678264
1443,Panama,Alcoholic Beverages,82.45,82.2784810127,26.8506423688,3678264
1444,Panama,Cereals - Excluding Beer,132.58,47.7987421384,26.8506423688,3678264
1445,Panama,Milk - Excluding Butter,70.29,40.251572327,26.8506423688,3678264
1446,Panama,Fruits - Excluding Wine,89.46,10.0628930818,26.8506423688,3678264
1447,Panama,Tea (including mate),0.42,52.5316455696,26.8506423688,3678264
1448,Panama,Eggs,4.53,38.3647798742,26.8506423688,3678264
1449,Panama,Sugar & Sweeteners,34.8,57.2327044025,26.8506423688,3678264
1450,Panama,Vegetables,29.03,15.0943396226,26.8506423688,3678264
1451,Panama,Coffee and products,2.48,62.2641509434,26.8506423688,3678264
1452,Panama,"Fish, Seafood",13.01,51.572327044,26.8506423688,3678264
1453,Panama,Starchy Roots,24.8,20.7547169811,26.8506423688,3678264
1454,Panama,Pulses,5.19,51.8987341772,26.8506423688,3678264
1455,Panama,Meat,66.39,70.4402515723,26.8506423688,3678264
1456,Paraguay,Milk - Excluding Butter,75.72,43.3962264151,26.5559768943,6798236
1457,Paraguay,Alcoholic Beverages,41.45,54.4303797468,26.5559768943,6798236
1458,Paraguay,Animal fats,4.61,71.0691823899,26.5559768943,6798236
1459,Paraguay,Sugar & Sweeteners,25.39,35.8490566038,26.5559768943,6798236
1460,Paraguay,Starchy Roots,132.04,85.534591195,26.5559768943,6798236
1461,Paraguay,Eggs,18.83,99.3710691824,26.5559768943,6798236
1462,Paraguay,Coffee and products,0.39,28.9308176101,26.5559768943,6798236
1463,Paraguay,Meat,53.61,55.3459119497,26.5559768943,6798236
1464,Paraguay,Cereals - Excluding Beer,96.35,11.9496855346,26.5559768943,6798236
1465,Paraguay,Tea (including mate),11.81,100,26.5559768943,6798236
1466,Paraguay,Vegetables,43.52,25.1572327044,26.5559768943,6798236
1467,Paraguay,Fruits - Excluding Wine,73.04,17.6100628931,26.5559768943,6798236
1468,Paraguay,Pulses,7.88,65.1898734177,26.5559768943,6798236
1469,Paraguay,"Fish, Seafood",3.69,12.5786163522,26.5559768943,6798236
1470,Peru,Alcoholic Beverages,52.54,62.0253164557,26.4762986837,30075185
1471,Peru,Starchy Roots,125.94,83.6477987421,26.4762986837,30075185
